valid_time,wind_speed,temp,total_precipitation
2020-01-01 00:00:00,3.0628992071294086,23.083460000000002,0.0
2020-01-01 01:00:00,3.2957742084601804,24.836330000000032,0.0
2020-01-01 02:00:00,3.697840124081733,28.74752000000001,0.0
2020-01-01 03:00:00,3.4863735951351016,29.00576000000001,0.0
2020-01-01 04:00:00,3.0553160299414825,29.913540000000012,0.0
2020-01-01 05:00:00,2.8727389273251496,32.59414000000004,0.0
2020-01-01 06:00:00,2.8020129578807467,32.945100000000025,0.0
2020-01-01 07:00:00,2.7430351244154734,32.893100000000004,0.0
2020-01-01 08:00:00,2.7953421857877294,33.05325000000005,0.0
2020-01-01 09:00:00,2.8823871201098754,32.469629999999995,0.0
2020-01-01 10:00:00,1.222850753365512,30.1241,0.0
2020-01-01 11:00:00,1.172000452591113,30.39816000000002,0.0
2020-01-01 12:00:00,1.715751776163584,27.931570000000022,0.0
2020-01-01 13:00:00,1.806436551107399,27.85160000000002,0.0
2020-01-01 14:00:00,1.5180053731645344,26.84316000000001,0.0
2020-01-01 15:00:00,1.1631609484094119,26.053600000000017,0.0
2020-01-01 16:00:00,0.8882927984420333,26.460170000000005,0.0
2020-01-01 17:00:00,1.282950014531128,24.81710000000004,0.0
2020-01-01 18:00:00,1.6239213573976183,24.764670000000024,0.0
2020-01-01 19:00:00,2.172287814086414,24.71926000000002,0.0
2020-01-01 20:00:00,2.5935820397587572,23.728480000000047,0.0
2020-01-01 21:00:00,2.7398904946562483,24.051230000000032,0.0
2020-01-01 22:00:00,2.446950877960704,23.18264000000005,0.0
2020-01-01 23:00:00,2.4692558641762177,22.99096000000003,0.0
2020-01-02 00:00:00,2.945692311313117,23.36352000000005,0.0
2020-01-02 01:00:00,3.0797598443187564,24.39407,0.0
2020-01-02 02:00:00,2.9505832610350144,28.49648000000002,0.0
2020-01-02 03:00:00,2.375253228438484,29.82913000000002,0.0
2020-01-02 04:00:00,1.7907904604687535,30.611540000000048,0.0
2020-01-02 05:00:00,1.7001722161302841,31.403700000000015,0.0
2020-01-02 06:00:00,2.5958149310309953,33.619380000000035,0.0
2020-01-02 07:00:00,3.5072069252290046,32.95327000000003,0.0
2020-01-02 08:00:00,3.1669208273262184,33.31020000000001,0.0
2020-01-02 09:00:00,2.230866563989682,32.71627000000001,0.0
2020-01-02 10:00:00,1.0353198851775847,30.670680000000004,0.0
2020-01-02 11:00:00,0.6857850918858532,29.845060000000046,0.0
2020-01-02 12:00:00,0.9786477962639936,27.932200000000023,0.0
2020-01-02 13:00:00,1.874578904646671,27.96523000000002,0.0
2020-01-02 14:00:00,2.46871397442541,27.03830000000005,0.0
2020-01-02 15:00:00,2.152036356240437,26.375820000000033,0.0
2020-01-02 16:00:00,1.480666554870599,26.066900000000032,0.0
2020-01-02 17:00:00,1.3010533975200844,24.943600000000004,0.0
2020-01-02 18:00:00,0.3532628033528806,24.294340000000034,0.0
2020-01-02 19:00:00,0.7834012582332702,24.39620000000002,0.0
2020-01-02 20:00:00,1.2594456768094693,23.865049999999997,0.0
2020-01-02 21:00:00,1.5232495346832566,24.134730000000047,0.0
2020-01-02 22:00:00,1.4360989040272019,23.826900000000023,0.0
2020-01-02 23:00:00,1.48985020238971,23.57797000000005,0.0
2020-01-03 00:00:00,1.7735965422866613,24.037500000000023,0.0
2020-01-03 01:00:00,1.6462431054168307,24.859280000000012,0.0
2020-01-03 02:00:00,1.4951749446446225,28.36196000000001,0.0
2020-01-03 03:00:00,0.6611748353546247,28.42425000000003,0.0
2020-01-03 04:00:00,0.4963325449075888,30.017300000000034,0.0
2020-01-03 05:00:00,0.8497760353995373,31.325900000000047,0.0009536743
2020-01-03 06:00:00,1.177042131328498,31.59200000000004,0.0
2020-01-03 07:00:00,1.9566449163387438,32.16915,0.0
2020-01-03 08:00:00,2.225910529150015,31.249500000000012,0.0
2020-01-03 09:00:00,1.9960252106315013,31.830219999999997,0.0
2020-01-03 10:00:00,1.0161650842821577,29.89694000000003,0.0
2020-01-03 11:00:00,0.944268287892808,28.056600000000003,0.0
2020-01-03 12:00:00,1.6025901683255173,28.438170000000014,0.0
2020-01-03 13:00:00,2.0394919257460224,27.507780000000025,0.0
2020-01-03 14:00:00,2.593321589089637,27.08605,0.0
2020-01-03 15:00:00,2.5324132082880055,26.72555,0.0
2020-01-03 16:00:00,2.1421722979628086,26.025779999999997,0.0
2020-01-03 17:00:00,1.3948895438046351,25.03860000000003,0.0
2020-01-03 18:00:00,1.0533918205954365,24.5206,0.0
2020-01-03 19:00:00,1.1405904189901166,24.18655000000001,0.0
2020-01-03 20:00:00,0.6042041957455355,24.226130000000012,0.0
